,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
5588309,4311860136,2017-06-22T00:00:00,1738.0,OS667,,CA,201804.0,,KIA,PA,RD,11501 PICO BL W,908R,51.0,88.13B+,METER EXP.,63.0,6427840.587956,1834954.116566
6325547,4319635261,2017-10-31T00:00:00,1218.0,,,CA,201803.0,,OLDS,PA,RD,322 ECHANDIA ST,00635,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495110.120181,1840784.525256
8114645,4338911054,2018-09-11T00:00:00,1912.0,2,,PA,201803.0,,HYUN,PA,BK,6768 WHITLEY TER,402A,54.0,80.58L,PREFERENTIAL PARKING,68.0,6460848.7963379985,1862124.6224349998
3059993,4270205811,2015-10-22T00:00:00,1858.0,,,CA,7.0,,OTHR,VN,WT,5455 YOLANDA AVE,00310,53.0,80.56E4+,RED ZONE,93.0,6398191.2,1884637.5
2873614,4266872886,2015-09-22T00:00:00,2031.0,80,,PA,201607.0,,VOLK,PA,GY,4767 WILLOW BROOK AVENUE,00403,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
8054143,4338422255,2018-08-28T00:00:00,419.0,560,,CA,201807.0,,TOYT,PA,WT,5286 SANCHEZ DRIVE,531S,55.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
7703186,1115590276,2018-06-18T00:00:00,2023.0,W93,,CA,201904.0,,TOYO,PA,SI,5935 W 98TH ST,00204,51.0,8813B,METER EXPIRED,63.0,6443964.870979,1803446.320284
7665650,4333739060,2018-06-14T00:00:00,1211.0,,,CA,201807.0,,FORD,PU,WT,611 WITMER ST,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6481179.073828,1842585.8373490002
3818073,4293986082,2016-09-23T00:00:00,2231.0,73,,MA,8.0,,STRN,PA,BL,1495 QUEENS ROAD,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6447758.9,1858118.2
2249548,4259877893,2015-06-12T00:00:00,1448.0,OS251,,CA,201505.0,,BMW,MC,BK,2000 SAWTELLE BL,00184,51.0,88.13B+,METER EXP.,63.0,6427254.5,1837595.1
6705461,4322695856,2018-01-10T00:00:00,820.0,,,FL,201909.0,,MITS,PA,SL,1198 KINGSLEY DR N,00476,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470088.102651998,1856473.99572
4723142,4302487081,2017-02-10T00:00:00,2007.0,37,,CA,201707.0,,TOYT,PA,SL,1601 NORTH ORANGE DRIVE,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458315.240932,1858662.108634
974862,4284724312,2016-06-06T00:00:00,1315.0,,743.0,CA,201704.0,,TOYT,PA,BK,1600 CAHUENGA BLVD,00487,54.0,80.69C,PARKED OVER TIME LIM,58.0,6461907.6,1858855.4
7091473,4327599080,2018-03-29T00:00:00,840.0,,,CA,201804.0,,CHEV,VN,GY,9709 COMPTON AVE,00557,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486991.957725,1803487.85497
545734,4279297470,2016-03-28T00:00:00,840.0,VN768,,CA,4.0,,TOYT,PA,GY,6101 SYLMAR AV,00371,53.0,88.13B+,METER EXP.,63.0,6426616.4,1888529.3
1813935,4255581212,2015-03-31T00:00:00,1208.0,,,CA,201508.0,,CHEV,PU,WT,5808 FALLBROOK AVE,00371,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6373132.7,1887086.3
743878,4281566623,2016-04-29T00:00:00,1215.0,,,CA,201604.0,,TOYT,PU,WT,5515 PENFIELD AVE,00374,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6389742.7,1885003.0
1492429,4253134583,2015-02-05T00:00:00,1144.0,,1035.0,CA,201504.0,,ACUR,PA,SL,1005 S MENLO AVE,539BH,55.0,80.69C,PARKED OVER TIME LIM,58.0,6473606.7,1841558.7
4905511,4304373986,2017-03-15T00:00:00,1813.0,37,,CA,201708.0,,FORD,PA,WT,1601 ORANGE DR N,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458315.240932,1858662.108634
1764423,4254666430,2015-03-23T00:00:00,1255.0,,1119.0,CA,201506.0,,NISS,PA,BK,905 YALE ST,00675,56.0,80.69C,PARKED OVER TIME LIM,58.0,6489018.9,1846125.1
1524048,4252938454,2015-02-11T00:00:00,1246.0,,,CA,201505.0,,HOND,PA,BK,4910 HALLDALE AVE,00544,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
238033,4277594215,2016-02-06T00:00:00,1933.0,,,CA,201701.0,,STRN,PA,BL,1401 IVAR AVE,00400,54.0,80.66.1D,RESTRICTED TAXI ZONE,68.0,6462120.7,1857542.0
207838,4276304034,2016-02-02T00:00:00,1124.0,,,CA,201608.0,,VOLK,PA,BL,11980 SAN VICENTE BLVD,00404,51.0,80.56E1,WHITE ZONE,58.0,6419135.1,1841817.2
5180129,4307440616,2017-04-24T00:00:00,1404.0,,,CA,201712.0,,HOND,PA,BK,622 BROADWAY S,00681,56.0,80.56E2,YELLOW ZONE,58.0,6485226.996594002,1839336.994828
1563820,4252292376,2015-02-19T00:00:00,1518.0,,1305.0,CA,201503.0,,TOYT,PA,SL,10982 ROEBLING AVE,169R1,51.0,80.69C,PARKED OVER TIME LIM,58.0,6425470.9,1846250.2
6523462,4321125900,2017-12-01T00:00:00,744.0,,,CA,201801.0,,CHEV,PA,BK,6605 KITTRIDGE ST,00300,53.0,80.56E1,WHITE ZONE,58.0,99999.0,99999.0
1173650,4287129114,2016-07-08T00:00:00,1052.0,,,CA,201509.0,,DODG,PA,BK,17825 PLUMMER STREET,00336,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403739.0,1911272.9
4291530,4296213714,2016-12-09T00:00:00,1358.0,,,CA,201608.0,,DODG,PU,BK,15253 BURTON ST,396A,53.0,5204A-,DISPLAY OF TABS,25.0,6420958.71286284,1902800.3041917
489681,1113953492,2016-03-15T00:00:00,1047.0,PR162,,CA,201606.0,,HOND,PA,SI,1445 S ROBERTSON BL,00146,51.0,8813B,METER EXPIRED,63.0,6445380.8,1842052.1
5570009,4311468302,2017-06-23T00:00:00,1315.0,SV572,,NC,201707.0,,VOLV,PA,WT,1501 EL CENTRO AV,00483,54.0,88.13B+,METER EXP.,63.0,6463662.0496,1858208.442372
5548301,4311134111,2017-06-21T00:00:00,1644.0,,,CA,201705.0,,NISS,PA,BK,1100 SOUTH CENTRAL AVENUE,00600,56.0,5204A-,DISPLAY OF TABS,25.0,6487496.79177384,1833738.69823739
5396006,4309796492,2017-05-23T00:00:00,905.0,,,CA,201703.0,,HYUN,PA,WT,A/F5829 BERTRAND AVE,00376,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2013018,4257174972,2015-05-05T00:00:00,1144.0,OF31,,NV,,,NISS,PA,WT,1000 FAIRFAX AV S,00107,51.0,88.13B+,METER EXP.,63.0,6451469.8,1843755.5
5712910,4312728814,2017-07-21T00:00:00,810.0,,,CA,8.0,,TOYT,PA,BK,4430 W AMBROSE AVE,00445,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475121.389669,1862522.348598
8467894,4343566135,2018-11-19T00:00:00,1242.0,,,CA,,,VOLK,PA,GY,5537 TYRONE AVE,378R1,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427262.927086,1884901.6253479999
8185516,4340035442,2018-09-25T00:00:00,1010.0,,,CA,201904.0,,TOYT,PA,SL,638 98TH ST W,00555,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475029.949409,1803284.9527770001
4807443,4303918091,2017-02-28T00:00:00,1527.0,1,,FL,201708.0,,HOND,PA,GY,2306 FOX HILLS DR,00176,51.0,80.58L,PREFERENTIAL PARKING,68.0,6435996.429343,1841075.486484
1927620,4256957401,2015-04-21T00:00:00,1222.0,,,CA,,,GMC,VN,BN,251 SPRING ST N,00674,56.0,80.56E4+,RED ZONE,93.0,6488035.8,1842271.0
6872424,1125738401,2018-02-07T00:00:00,1009.0,,,CA,201811.0,,TOYO,PA,WH,5518 CARLTON WY,00441,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6467928.964707,1859106.223816
3479120,4288086434,2016-07-27T00:00:00,1237.0,,,CA,201703.0,,JEEP,PA,BK,6701 SUNSET BL,00487,54.0,5200,DISPLAY OF PLATES,25.0,6459850.1,1858208.2
8070805,4335817953,2018-08-31T00:00:00,901.0,,,CA,201811.0,,TOYT,PA,WT,11355 MISSISSIPPI AVE,00143,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427188.988919,1836764.23051
7010475,4327214990,2018-02-24T00:00:00,1627.0,,,CA,,,MERZ,PA,GY,6161 SEPULVEDA BLVD,00321,53.0,80.69A+,STOP/STAND PROHIBIT,93.0,6420676.291575,1889085.23646
4661258,4298668695,2017-02-04T00:00:00,807.0,LT179,,CA,201708.0,,TOYT,PA,GY,227 2ND ST E,00604,56.0,88.13B+,METER EXP.,63.0,6487183.305392,1841355.812809
8723721,4346721514,2019-01-10T00:00:00,1714.0,,,CA,201810.0,,FORD,PA,BK,15000 VANOWEN ST,00309,53.0,80.56E4+,RED ZONE,93.0,6422666.75342,1893271.3161290002
7649719,4333262835,2018-06-12T00:00:00,1004.0,CB4205,,CA,201810.0,,CHEV,PA,WT,424 15TH ST E,00681,56.0,88.13B+,METER EXP.,63.0,6483263.462931,1834299.909085
8551504,4344583751,2018-12-06T00:00:00,1609.0,,,CA,201903.0,,CHEV,PA,BL,1400 N VERMONT AVE,00444,54.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6473337.923474,1857810.531278
1722352,4254857994,2015-03-16T00:00:00,1109.0,,,CA,,,HOND,PA,SL,969 11TH ST E,00681,56.0,80.56E2,YELLOW ZONE,58.0,6506697.0,1742659.7
4489990,4299374332,2017-01-12T00:00:00,1118.0,80101,,CA,201701.0,,TOYT,PA,BG,1235 FIGUEROA PL,00500,55.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6476265.126506,1743317.290878
462950,4279310070,2016-03-14T00:00:00,1352.0,CB3060,,CA,201702.0,,TOYT,PA,BK,301 4TH ST E,00662,56.0,88.13B+,METER EXP.,63.0,6486130.4,1840497.5
1899269,4255845075,2015-04-16T00:00:00,1622.0,SC666,,CA,,,TOYT,PA,GY,13001 VENTURA BL,00107,53.0,88.13B+,METER EXP.,63.0,6435980.3,1875558.1
2784550,4265881605,2015-09-08T00:00:00,1025.0,,,CA,201512.0,,AUDI,PA,RD,419 EDINBURGH AVE N,00471,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2650107,4263187983,2015-08-17T00:00:00,1654.0,,,CA,201503.0,,TOYT,PA,SL,1085 OXFORD AVE N,04011,54.0,80.56E4+,RED ZONE,93.0,6468475.1,1855441.1
5161398,4307146071,2017-04-12T00:00:00,845.0,,,CA,9.0,,FORD,VN,WT,21068 VALERIO ST,00372,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6382621.50308383,1897394.00132394
3959967,4291405366,2016-10-18T00:00:00,1628.0,,,CA,201611.0,,FORD,PA,BK,5724 CALVIN AVE,378R2,53.0,22502A,18 IN. CURB/2 WAY,63.0,6393601.36201441,1886517.40799048
6102294,4316910231,2017-09-26T00:00:00,1416.0,MD93,,CA,201804.0,,JEEP,PA,SL,2032 MARENGO ST,00661,56.0,88.13B+,METER EXP.,63.0,6498953.177207,1842995.815285
73897,4274456583,2016-01-12T00:00:00,810.0,,,CA,201605.0,,TOYT,PA,GY,655 11TH ST W,00567,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473040.5,1725791.7
5412432,1109323051,2017-02-28T00:00:00,1010.0,,,CA,201606.0,,MAZD,PA,GY,7443 SHOUP AVE,,1.0,4000A1,NO EVIDENCE OF REG,50.0,6375814.65031177,1897700.66839464
456116,4277321285,2016-03-14T00:00:00,1023.0,HO515B,,AZ,201701.0,,HYUN,PA,BK,6300 YUCCA ST,00483,54.0,88.13B+,METER EXP.,63.0,6462767.6,1860299.9
4846334,4303360740,2017-03-11T00:00:00,1506.0,CB108,,CA,201711.0,,BMW,PA,WT,800 FIGUEROA ST S,00609,56.0,88.13B+,METER EXP.,63.0,6482547.793944,1839936.35337
1959031,4257615051,2015-04-26T00:00:00,1308.0,WV229,,TX,201505.0,,TOYT,PA,GY,10901 WEYBURN AVE,00111,51.0,88.13B+,METER EXP.,63.0,6426776.0,1845453.5
1451412,4252172481,2015-01-30T00:00:00,28.0,,,CA,201505.0,,HOND,PA,GY,6600 PACIFIC AVE,00107,51.0,80.69B,NO PARKING,73.0,6493403.0,1814914.6
2868408,4267409086,2015-09-21T00:00:00,641.0,,,CA,201610.0,,TOYT,PA,SL,3179 8TH ST W,00402,54.0,80.56E1,WHITE ZONE,58.0,6471694.0,1843521.7
3685160,4292152642,2016-08-29T00:00:00,216.0,,,CA,,,BMW,PA,BK,6400 CRESCENT PARK,00501,51.0,80.69B,NO PARKING,73.0,6432056.9,1811839.7
3536566,4290978215,2016-08-05T00:00:00,1852.0,WV485,,CA,201704.0,,BMW,PA,BK,10801 LINDBROOK DR,00301,51.0,88.13B+,METER EXP.,63.0,6428364.4,1844834.9
6190546,4317246813,2017-10-12T00:00:00,1237.0,,,CA,5.0,,TOYT,PA,BL,3000 LEEWARD AVE,00442,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474107.096681,1843873.789225
8715188,4346602304,2019-01-09T00:00:00,1330.0,,,CA,201903.0,,VOLK,PA,WT,3877 DEGNAN BLVD,534H,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6619875,4322844875,2017-12-07T00:00:00,2049.0,,,CA,201803.0,,TOYT,PA,GY,2425 EDGEMONT ST N,00401,54.0,80.72,RED FLAG DAY,68.0,6471445.626767,1864097.22591
3598954,4290134074,2016-08-16T00:00:00,1438.0,,,CA,201607.0,,VOLV,PA,SL,2041 FAIR PARK AVE,00610,56.0,80.56E1,WHITE ZONE,58.0,6497572.1,1871754.4
1936302,4257079481,2015-04-22T00:00:00,500.0,,,CA,201602.0,,RROV,PA,BK,507 AVENUE 50 N,00611,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499673.8,1861985.6
7111332,4327882845,2018-03-12T00:00:00,821.0,,,CA,201805.0,,HOND,PA,GY,2819 OVERLAND AVE,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6434534.644803,1835427.359183
4367457,4298946455,2016-12-15T00:00:00,1646.0,WP2,,OR,201712.0,,ACUR,PA,WT,301 WASHINGTON BL W,00204,51.0,88.13B+,METER EXP.,63.0,6420848.774122,1815578.039808
6629883,4322988795,2017-12-20T00:00:00,1424.0,CC628,,CA,,,VOLK,PA,BL,459 HILL ST N,00676,56.0,88.13B+,METER EXP.,63.0,6485531.781731,1840400.304122
7412594,4331147903,2018-05-01T00:00:00,1608.0,NH215,,CA,201808.0,,TOYT,PA,BK,11100 WEDDINGTON ST,00309,53.0,88.13B+,METER EXP.,63.0,6449000.203663,1883363.552737
2172015,4260203371,2015-06-01T00:00:00,1947.0,GA22A,,CA,201603.0,,CHEV,TK,BK,3101 GLENDALE BL,00601,54.0,88.13B+,METER EXP.,63.0,6482049.0,1864751.6
5943217,4315259550,2017-08-25T00:00:00,1911.0,40,,CA,201805.0,,TOYT,PA,GY,716 SYCAMORE AVE N,402A,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457790.214656,1845092.770312
6736341,4323739711,2018-01-03T00:00:00,1743.0,V70,,UT,201807.0,,ACUR,PA,GY,1 NORTH VENICE BL,00204,51.0,88.13B+,METER EXP.,63.0,6418770.768071,1816983.97978
8710365,4347174543,2019-01-08T00:00:00,1301.0,,,CA,201901.0,,TOYT,PA,SL,1109 GLENDON AV,00401,51.0,80.56E4+,RED ZONE,93.0,6427096.865354,1844748.2074139998
6180989,4316901105,2017-10-16T00:00:00,830.0,,,CA,,,TOYT,PA,WT,8540 CEDROS AVENUE,00331,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424565.496287,1904725.019635
6982618,4326658151,2018-02-16T00:00:00,1709.0,LH83,,CA,201809.0,,OTHR,MC,BL,3000 BROADWAY  N,00600,56.0,88.13B+,METER EXP.,63.0,6497961.854596,1849275.513635
3452399,4286428005,2016-07-22T00:00:00,1041.0,,805.0,CA,201701.0,,LEXS,PA,WT,1601 CAHUENGA BLVD,00485,54.0,80.69C,PARKED OVER TIME LIM,58.0,6461907.6,1858855.4
5007530,4305826405,2017-03-24T00:00:00,2307.0,,,CA,201708.0,,FORD,PA,GY,21030 CLARENDON STREET,00321,53.0,80.69B,NO PARKING,73.0,6382835.019441,1884052.666196
5901581,4314682433,2017-08-17T00:00:00,1339.0,,1100.0,CA,201712.0,,CHRY,PA,BK,4925 FOUNTAIN AVE W,00448,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,6471820.359469,1857218.435612
4077316,4295893066,2016-10-28T00:00:00,1207.0,,,CA,201605.0,,KIA,PA,SL,740 WASHINGTON BLVD,00904,51.0,5204A-,DISPLAY OF TABS,25.0,6424053.789404,1817998.239032
2427044,1111216201,2015-07-09T00:00:00,1221.0,,,CA,201603.0,,TOYO,PA,WH,3460 TILDEN AVE,00141,51.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
3552230,4291634222,2016-08-08T00:00:00,1037.0,,,CA,201610.0,,CHEV,PA,SL,7500 NITA AVE,00371,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6376178.4,1898061.8
3036355,4268319322,2015-10-20T00:00:00,859.0,,,CA,201602.0,,HOND,PA,BK,13800 MOORPARK ST,00367,53.0,22502A,18 IN. CURB/2 WAY,63.0,99999.0,99999.0
6785694,4324445226,2018-01-10T00:00:00,857.0,,,CA,,,MERZ,PA,WT,18043 BURBANK BLVD,00376,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6402681.586394,1885469.314468
6277731,4318784212,2017-10-18T00:00:00,504.0,,,CA,201705.0,,TOYT,TK,GN,1824 LAS PALMAS AVE N,402A,54.0,5204A-,DISPLAY OF TABS,25.0,6459899.258297,1860549.090458
6417531,4320499691,2017-11-16T00:00:00,1042.0,,,CA,201801.0,,NISS,PA,BK,1237 ARMACOST AVE,00151,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6421217.75981,1839395.152798
114650,4275198163,2016-01-19T00:00:00,1605.0,,,CA,201611.0,,INFI,PA,BG,121 NORTH LA BREA AVENUE,00401,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6457482.5,1849431.6
6474027,4321410822,2017-11-18T00:00:00,2224.0,37,,CA,,,NISS,PU,BK,1518 LAUREL CANYON BLVD,401A,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451136.778277,1858370.078155
7129248,4328116866,2018-03-09T00:00:00,1157.0,,935.0,CA,11.0,,TOYT,PA,BL,7507 WINNETKA AVE,00373,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6389021.7102,1897862.027443
499131,4279617016,2016-03-20T00:00:00,2026.0,37,,CA,201502.0,,CHEV,PA,GY,7032 HAWTHORN AVE,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457925.1,1859071.5
5189011,4307598665,2017-04-16T00:00:00,650.0,D78,,OR,,,TOYT,PA,SL,608 DUNSMUIR AVE,00208,51.0,80.58L,PREFERENTIAL PARKING,68.0,6456185.943555,1846101.364009
1038249,4284115216,2016-06-16T00:00:00,2006.0,80,,CA,201610.0,,HOND,PA,WT,747 HELIOTROPE DR,00403,54.0,80.58L,PREFERENTIAL PARKING,68.0,6472357.6,1853311.8
5380564,4309500451,2017-05-17T00:00:00,1130.0,ED104,,CA,7.0,,CHEV,PU,BN,700 8TH ST E,651B,56.0,88.13B+,METER EXP.,63.0,6483199.596642,1839427.360915
3204187,4270787990,2015-11-17T00:00:00,1327.0,,,CA,201607.0,,BUIC,PA,MR,254 77TH ST W,00553,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6920764,4325786813,2018-02-08T00:00:00,1212.0,,,CA,,,CHEV,PA,BK,5600 SUNSET BLVD,00481,54.0,22507.8A-,DISABLED PARKING/NO DP ID,363.0,6467524.862744,1858225.36058
8243733,4339913815,2018-10-04T00:00:00,2347.0,,,TX,201902.0,,CHRY,PA,BK,5101 SUNSET BLVD W,402A,54.0,80.56E4+,RED ZONE,93.0,6470687.066927,1858227.387659
5800990,1122641586,2017-08-02T00:00:00,2031.0,,,CA,201711.0,,MEDE,PA,BK,380 WORLD WAY,3C206,2.0,8936,RED CURB,93.0,6439920.11025,1802686.720124
6784585,4324432302,2018-01-04T00:00:00,1251.0,WV97,,CA,201805.0,,KIA,PA,BL,1000 GAYLEY AV,00114,51.0,88.13B+,METER EXP.,63.0,6425985.187271,1845233.329934
6764243,4324161774,2018-01-10T00:00:00,641.0,,,CA,201807.0,,TOYT,PA,WT,3838 EAGLE ROCK BLVD,00600,56.0,80.56E1,WHITE ZONE,58.0,6491634.6415599985,1865735.767704
6796626,4324578495,2018-01-26T00:00:00,712.0,,,CA,201711.0,,HYUN,PA,BK,1401 BEVERWIL DR,504A,51.0,5204A-,DISPLAY OF TABS,25.0,6440776.823898002,1842618.813834
7196997,4329106681,2018-03-23T00:00:00,857.0,,,CA,201809.0,,VOLK,PA,GY,1555 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484530.799343,1851923.031917
7658862,4333747832,2018-06-13T00:00:00,1342.0,BF158,,CA,201904.0,,JEEP,PA,WT,601 SPAULDING AV N,00472,54.0,88.03A,OUTSIDE LINES/METER,58.0,6453455.233368,1852344.5907509997
3944074,4295045915,2016-10-14T00:00:00,1802.0,,,CA,201711.0,,FORD,PA,BK,232 WATERVIEW ST,00204,51.0,22500F,PARKED ON SIDEWALK,68.0,6426906.060852,1805234.876012
754024,4281666071,2016-05-02T00:00:00,1456.0,,,CA,200904.0,,FORD,MH,BG,5700 WOODLEY AVE,396A,53.0,5204A-,DISPLAY OF TABS,25.0,6417520.8,1885999.3
7727597,4333767756,2018-06-26T00:00:00,821.0,WF242,,CA,201808.0,,VOLK,PA,BK,8050 3RD ST W,00472,54.0,88.13B+,METER EXP.,63.0,6451112.366715,1848790.4120709999
4808905,4303978383,2017-02-23T00:00:00,1123.0,,,CA,,,FRHT,TK,RD,642 UNION AVE,00672,56.0,80.56E4+,RED ZONE,93.0,6479877.40494127,1842711.55878861
5015163,4306050206,2017-03-22T00:00:00,1523.0,,,CA,201704.0,,MERZ,PA,SL,15910 VENTURA BOULEVARD,00700,53.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6416607.974539,1879427.637647
504922,4279232543,2016-03-21T00:00:00,1400.0,,,CA,201612.0,,OTHR,TR,BG,22440 MARLIN PL,00387,53.0,22500F,PARKED ON SIDEWALK,68.0,99999.0,99999.0
6473300,4321398616,2017-11-30T00:00:00,1148.0,,,CA,201802.0,,LEXS,PA,SL,730 OXFORD AVE S,00463,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468430.210667,1844018.915957
6577114,4322297534,2017-12-11T00:00:00,858.0,,,CA,201801.0,,DODG,PA,SL,5670 VENICE BLVD,00107,51.0,80.53,PARKED IN PARKWAY,63.0,6452107.671233,1838374.255298
5561484,4311327521,2017-06-23T00:00:00,1147.0,,,CA,201709.0,,KIA,PA,GY,1101 AMHERST AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419277.730898,1839050.839981
4822732,1115625593,2017-03-19T00:00:00,2215.0,,,MA,201710.0,,HYUN,PA,RE,2130 STONER AVE,00201,51.0,8069B,NO PARKING,73.0,6425443.35484,1835289.098992
1035184,4285490952,2016-06-15T00:00:00,1320.0,PM8,,CA,201704.0,,JAGU,PA,BK,3301 MOTOR AV,00187,51.0,88.13B+,METER EXP.,63.0,6437229.5,1833269.7
294950,4276525842,2016-02-17T00:00:00,407.0,,,CA,201511.0,,HOND,PA,SL,1563 GAFFEY ST,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
7086636,4327537001,2018-03-01T00:00:00,1439.0,,,CA,201812.0,,TOYT,PU,SL,15454 SHERMAN WAY,00364,53.0,80.56E4+,RED ZONE,93.0,6414730.459702,1895903.22734
3523478,4289364796,2016-08-04T00:00:00,840.0,,,CA,201609.0,,CHEV,PA,BK,3827 MENTONE AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439100.9,1829645.6
57905,4274348606,2016-01-10T00:00:00,1606.0,112,,CA,201612.0,,JEEP,PA,BK,7401 FRANKLIN AVE W,00400,54.0,80.58L,PREFERENTIAL PARKING,68.0,6455429.9,1860214.1
545483,4279097550,2016-03-28T00:00:00,1343.0,30,,CA,201612.0,,NISS,CM,GY,734 CROFT AVE N,00472,54.0,80.58L,PREFERENTIAL PARKING,68.0,6448355.4,1853241.9
3556936,4290889503,2016-08-09T00:00:00,1332.0,2,,VA,3.0,,DODG,PA,BK,900 STANLEY AVE S,00108,51.0,80.58L,PREFERENTIAL PARKING,68.0,6453428.2,1844083.3
734117,4280601345,2016-04-28T00:00:00,1951.0,,,CA,201609.0,,ACUR,PA,GY,11310 NEBRASKA AVE,00207,51.0,80.56E1,WHITE ZONE,58.0,6426398.7,1838594.4
2927583,4268263661,2015-09-30T00:00:00,1224.0,,,CA,201602.0,,NISS,PA,SL,20225 COHASSET ST,00376,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6388052.3,1898252.3
7558107,4332773222,2018-05-25T00:00:00,957.0,,,CA,201902.0,,INFI,PA,BK,846 N ALTA VISTA BLVD,00492,54.0,80.69B,NO PARKING,73.0,99999.0,99999.0
4541594,4300636583,2017-01-07T00:00:00,1831.0,,,CA,201707.0,,HOND,PA,BK,22138 WYANDOTTE STREET,00317,53.0,22500H,DOUBLE PARKING,68.0,6377535.83822308,1896754.2609971
3555031,4290244792,2016-08-09T00:00:00,1201.0,CB506,,CA,201705.0,,FORD,PA,RD,1322 SANTEE ST S,00600,56.0,88.13B+,METER EXP.,63.0,6483363.3,1835188.8
3412769,4272632641,2015-12-24T00:00:00,903.0,,,CA,201610.0,,NISS,PA,BK,3707 MOTOR AVE,00145,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6438768.5,1830850.0
3223681,4271603081,2015-11-19T00:00:00,813.0,,,CA,201508.0,,PLYM,PA,GO,4606 WILLIS AVENUE,00368,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6423937.7,1878885.6
4508597,4300091810,2017-01-10T00:00:00,910.0,,,CA,201708.0,,HOND,PA,BK,3200 DURANGO AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6442577.821705001,1834279.646608
8177700,4339742735,2018-09-24T00:00:00,1754.0,WW574,,CA,201903.0,,KIA,PA,BL,651 ARDMORE AV S,403B,54.0,88.13B+,METER EXP.,63.0,6470199.520048,1844985.775162
3363213,4272425312,2015-12-16T00:00:00,2032.0,,,CA,201512.0,,TOYT,PA,SL,628 NORMANDIE AVE S,402R,54.0,80.56E1,WHITE ZONE,58.0,6470692.7,1852320.3
6235104,4318208440,2017-10-12T00:00:00,1159.0,,,CA,201802.0,,TOYT,PA,GN,2115 GRIFFITH AVE S,537C,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484441.466248,1831206.432825
19239,1112835566,2015-12-17T00:00:00,820.0,,,CA,201602.0,,HOND,PA,BK,2ND ST/HOBART BL,,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
