,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
2744834,1109243236,2015-08-28T00:00:00,1352.0,34,,CA,,,AUDI,PA,GY,6365 W ORANGE ST,00476,54.0,8058L,PREF PARKING,68.0,6450499.4,1846119.4
7140153,4328251465,2018-03-20T00:00:00,1024.0,,,CA,201806.0,,CHEV,PA,GY,8620 GUTHRIE AVE,00147,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6446673.081785,1837456.846945
4803378,4303809742,2017-02-16T00:00:00,1024.0,,,CA,201707.0,,HOND,PA,BG,11666 MAGNOLIA BLVD,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444680.547965,1882612.508419
4688988,4301954941,2017-02-04T00:00:00,1310.0,,,CA,201703.0,,BMW,PA,BK,7500 MELROSE AV,00474,54.0,5200,DISPLAY OF PLATES,25.0,6454710.57241,1853005.765452
4752417,4302886070,2017-02-06T00:00:00,1049.0,,,CA,201703.0,,HOND,PA,SL,1857 BROCKTON AVE,00136,51.0,22500E,BLOCKING DRIVEWAY,68.0,6423265.766078,1835913.398364
5834051,4313699891,2017-08-08T00:00:00,2022.0,,,CA,201804.0,,FORD,PA,BK,2100N FERN DELL DR,00403,54.0,86.06,CITY PARK/PROHIB,58.0,6468538.983306,1861857.804679
2315160,4261088532,2015-06-23T00:00:00,1036.0,,,CA,201508.0,,FORD,BU,WT,1740 59TH ST W,00543,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468630.7,1817989.1
1941560,4255694590,2015-04-23T00:00:00,1621.0,VN293,,CA,201603.0,,BMW,PA,BK,14501 FRIAR ST,00315,53.0,88.13B+,METER EXP.,63.0,6425978.8,1890261.6
6423518,4320586056,2017-11-07T00:00:00,1243.0,,,CA,201808.0,,CHEV,PU,MR,500 AVENUE 22 E,00610,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6493869.083837002,1852559.996743
5871149,4314316554,2017-08-02T00:00:00,924.0,WS515,,CA,201710.0,,LEXS,PA,WT,1800 PONTIUS AV,00185,51.0,88.03A,OUTSIDE LINES/METER,58.0,6427358.527206,1839277.827214
8613908,4344867424,2018-12-19T00:00:00,1127.0,,845.0,CA,201907.0,,HOND,PA,GY,10982 ROEBLING AVE,00154,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6425466.483936,1846250.709816
8476201,4343816201,2018-11-20T00:00:00,854.0,CB4368,,QU,,,VOLK,PA,RD,600 SPRING ST S,00654,56.0,88.13B+,METER EXP.,63.0,6485641.283683,1839201.3589189998
4781528,4303321466,2017-02-16T00:00:00,1135.0,C5207,,CA,,,OTHR,CM,GN,1075 JEFFERSON BLVD W,00536,55.0,88.13B+,METER EXP.,63.0,6474206.936592,1831766.572245
8467912,4343573220,2018-11-19T00:00:00,444.0,,,SC,201502.0,,FORD,PU,GY,2300 CHARLOTTE ST,00632,56.0,22514,FIRE HYDRANT,68.0,6500080.698326997,1843213.7375240002
4617274,4301651841,2017-01-31T00:00:00,1943.0,40,,CA,201711.0,,HOND,PA,WT,726 NORTH MANSFIELD AVENUE,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458528.058189,1853101.372362
3371682,4272646324,2015-12-16T00:00:00,1129.0,,,CA,201608.0,,GMC,PA,BN,2600 NORTH BROADWAY,00642,56.0,80.56E4+,RED ZONE,93.0,6496562.7,1849254.5
7045729,4326645875,2018-03-07T00:00:00,2006.0,,,CA,201806.0,,BMW,PA,WT,4600W HOLLYWOOD BLVD,403A,54.0,5200,DISPLAY OF PLATES,25.0,6474120.150007,1858728.6254
3075402,4269824425,2015-10-26T00:00:00,1017.0,,,CA,201508.0,,CHEV,PA,BK,1129 WEST EDGEWARE ROAD,00675,56.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
7453618,4331357133,2018-05-08T00:00:00,1601.0,,130.0,CA,201810.0,,HOND,PA,GY,10728 ACAMA STREET,00315,53.0,80.69C,PARKED OVER TIME LIMIT,58.0,6451572.8790230015,1875678.317008
1265369,4249697771,2014-12-31T00:00:00,910.0,,,PA,201506.0,,HOND,PA,SL,1680 WILTON PL N,00444,54.0,80.69B,NO PARKING,73.0,6466720.7,1859379.5
7820415,4330390035,2018-07-13T00:00:00,837.0,,,CA,201811.0,,CHEV,PA,SL,1424 227TH ST,00561,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469927.85671,1757072.10158
4935964,4304729914,2017-03-11T00:00:00,811.0,,,CA,,,HYUN,PA,SL,11001 MCCORMICK ST,00107,53.0,5204A-,DISPLAY OF TABS,25.0,6449300.792193,1882982.145549
4742499,4302756990,2017-02-02T00:00:00,1121.0,,,CA,201612.0,,FORD,PA,BK,9210 GRAPE ST S,00557,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6490012.45101047,1805425.98709513
3778394,4293997621,2016-09-17T00:00:00,1934.0,,,CA,201606.0,,LEXS,PA,GY,1705 CHEROKEE AVE,00402,54.0,80.69B,NO PARKING,73.0,6460327.1,1859556.2
7907088,4337338353,2018-07-31T00:00:00,2113.0,,,CA,201902.0,,TOYT,PA,BL,201 RAMPART BLVD S,403B,54.0,80.56E4+,RED ZONE,93.0,6477638.88555,1847418.613852
2574205,4264509174,2015-08-04T00:00:00,1004.0,,,CA,201510.0,,INFI,PA,GN,8525 CADILLAC AVE,00174,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6447136.1,1836597.9
1113917,4286714633,2016-06-28T00:00:00,1017.0,,,CA,,,CHEV,PU,SL,10656 ALDEA AVE,00332,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6407925.6,1918701.0
1720704,4254564694,2015-03-16T00:00:00,1649.0,,,CA,6.0,,UNK,PA,BN,449 LA BREA AVE N,00471,54.0,80.70,NO STOPPING/ANTI-GRI,163.0,6453975.6,1811042.3
3965419,4295759193,2016-10-18T00:00:00,2003.0,,,CA,201705.0,,KIA,PA,SL,14620 GLEDHILL ST,00321,53.0,80.56E1,WHITE ZONE,58.0,6425388.109137001,1910531.079969
2421765,4262959470,2015-07-10T00:00:00,902.0,CC7328,,CA,,,MERZ,PA,GY,300 OLIVE ST S,656,56.0,88.13B+,METER EXP.,63.0,6485891.2,1841526.6
8093116,4338785242,2018-09-05T00:00:00,635.0,,,GA,201807.0,,HYUN,PA,BK,1900 CORNING ST,506A,51.0,80.61,STANDNG IN ALLEY,68.0,6446662.933668,1838306.0974279998
7054535,4326968004,2018-03-01T00:00:00,806.0,23,,CA,201802.0,,BMW,PA,GN,15007 HARTLAND ST,00325,53.0,80.58L,PREFERENTIAL PARKING,68.0,6422634.534887,1893766.556269
6011026,4315297475,2017-09-05T00:00:00,816.0,BH142,,CA,201711.0,,TOYT,PA,WT,400 CUMMINGS ST N,00634,56.0,88.13B+,METER EXP.,63.0,6496034.291199,1838026.831135
7819577,4336568014,2018-07-12T00:00:00,1044.0,,,CA,201905.0,,FORD,PA,GY,1934 4TH AVE,00143,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6464338.033597,1836938.6062919998
2428516,4261785253,2015-07-13T00:00:00,1202.0,,,CA,201507.0,,HYUN,PA,BL,8611 BEVERLYWOOD ST,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
8647448,4345720820,2018-12-26T00:00:00,1114.0,,,CA,201904.0,,TOYT,PA,BK,702 SERRANO AVE S,00453,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6468807.042798,1844230.086088
6048344,4316170165,2017-09-02T00:00:00,410.0,,,CA,201807.0,,BMW,PA,WT,2500 8TH AVE,506A,51.0,5204A-,DISPLAY OF TABS,25.0,6462897.857482,1835040.778215
5616925,4310303594,2017-07-31T00:00:00,1212.0,,,CA,201802.0,,FORD,PA,WT,14433 HATTERAS STREET,00363,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426304.844027,1886640.435201
8685015,4346466795,2019-01-03T00:00:00,1119.0,,,CA,201901.0,,MERZ,PA,WT,11120 RIVERSIDE DR,350R2,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4035409,4318282150,2017-09-30T00:00:00,131.0,,,CA,201801.0,,BMW,PA,SL,5730 WEST MANCHESTER AVENUE,501R,51.0,80.69B,NO PARKING,73.0,6446039.995482,1807983.347061
3248211,4271642325,2015-11-24T00:00:00,1356.0,HO603,,CA,201606.0,,HYUN,PA,BL,1700 WILCOX AV,00483,54.0,88.13B+,METER EXP.,63.0,6461453.8,1857874.1
8171563,4340506380,2018-09-21T00:00:00,843.0,,,CA,,,VOLV,PA,GY,10524 ALMAYO AVE,00159,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6434409.348092,1839271.0070200001
109110,4273796796,2016-01-19T00:00:00,2251.0,,,CA,201611.0,,BMW,PA,BL,1325 INGRAHAM STREET,00611,56.0,80.61,STANDNG IN ALLEY,68.0,6480684.1,1841833.2
2848589,4267033105,2015-09-17T00:00:00,1017.0,,,CA,201604.0,,HOND,PA,BL,709 ALPINE STREET,00671,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
7202412,4329224211,2018-03-21T00:00:00,921.0,NH19,,TX,201805.0,,TOYT,PA,GY,4800 LANKERSHIM BL,00354,53.0,88.13B+,METER EXP.,63.0,6449661.333697001,1879960.271716
4955785,4304968975,2017-03-21T00:00:00,1754.0,EN404,,CA,,,BMW,PA,WT,17401 VENTURA BL,00107,53.0,88.13B+,METER EXP.,63.0,6406913.639987,1881408.398703
714551,4281958973,2016-04-25T00:00:00,1215.0,,,CA,201612.0,,DODG,PU,BK,14329 CALIFA STREET,00387,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427083.6,1887297.8
3783539,4292893555,2016-09-19T00:00:00,129.0,,,CA,201612.0,,PORS,PA,BK,537 LUCERNE BLVD N,00666,54.0,5200,DISPLAY OF PLATES,25.0,6463300.9,1851636.2
3732599,4292953906,2016-09-10T00:00:00,1759.0,,,CA,201607.0,,MASE,PA,BK,454 MCCADDEN PL S,00402,54.0,5200,DISPLAY OF PLATES,25.0,6459540.9,1851449.2
5394425,4309766311,2017-05-22T00:00:00,1010.0,,,CA,201803.0,,LINC,PA,GY,2121 ORANGE DR,107R,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6455465.798897,1836644.868334
5108228,4306446804,2017-04-12T00:00:00,650.0,4,,CA,201806.0,,MNNI,PA,GN,10739 ASHTON AVE,00187,51.0,80.58L,PREFERENTIAL PARKING,68.0,6429273.666204,1844292.337494
8148855,4340360802,2018-09-18T00:00:00,837.0,,,CA,201812.0,,MERZ,PA,WT,3441 SAWTELLE BLVD,00137,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432886.604063,1829232.4788189998
6479793,4321523566,2017-11-25T00:00:00,1528.0,SC169,,CA,201805.0,,NISS,PA,RD,12300 VENTURA BL,360R1,53.0,88.13B+,METER EXP.,63.0,6440382.825865001,1874846.014549
7133230,4328166463,2018-03-18T00:00:00,936.0,,,CA,201805.0,,HOND,PA,WT,1221 ATWOOD ST,00600,56.0,22500F,PARKED ON SIDEWALK,68.0,6503239.814335,1841618.799264
3044223,4261700225,2015-10-21T00:00:00,1922.0,CB3030,,CA,10.0,,STRN,PA,SL,100 4TH ST E,00661,56.0,88.13B+,METER EXP.,63.0,6486631.5,1840104.9
1554838,1109654921,2015-02-13T00:00:00,1220.0,,,CA,201504.0,,FORD,PA,GY,1335 N ALEXANDRIA,00444,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6471350.2,1857380.6
1775645,4255529095,2015-03-24T00:00:00,1036.0,BF225,,CA,201509.0,,BMW,PA,BK,7601 MELROSE AV,00483,54.0,88.13B+,METER EXP.,63.0,6454079.7,1853030.1
2807994,4265373416,2015-09-11T00:00:00,814.0,,,CA,5.0,,TOYT,PA,GY,14211 VAN NUYS BLVD,340R,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
7336298,4330327341,2018-04-21T00:00:00,1120.0,WA413,,CA,201810.0,,CHEV,PA,BK,800 ALVARADO ST S,00612,56.0,88.13B+,METER EXP.,63.0,6481337.198806,1849658.750342
6591554,4322480610,2017-12-20T00:00:00,1136.0,,,CA,201805.0,,PONT,PA,GY,4320 NORMAL AVE,00400,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6473933.7568339985,1854046.615132
2009630,4258312586,2015-05-04T00:00:00,1541.0,13,,SC,201507.0,,HOND,PA,WT,317 LAUREL AVE N,00474,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
4996457,4305583472,2017-03-24T00:00:00,1925.0,BH193,,CA,201704.0,,FORD,PU,WT,251 BREED ST N,00600,56.0,88.03A,OUTSIDE LINES/METER,58.0,6497390.439679001,1837911.190261
2087813,4258866570,2015-05-18T00:00:00,1847.0,59,,CA,201605.0,,MERZ,PA,SL,5963 FULTON AVENUE,00300,53.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
6217701,4317937256,2017-10-25T00:00:00,811.0,,,CA,,,NISS,PA,WT,633 ROMULO ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6494500.699303,1855035.039292
3485376,4287869471,2016-07-28T00:00:00,1222.0,,,CA,201701.0,,FORD,PA,GY,1315 57TH ST E,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
7326797,4330216214,2018-04-03T00:00:00,1448.0,,,CA,201807.0,,FORD,PA,RD,6315 RADFORD AVENUE,00356,53.0,80.56E1,WHITE ZONE,58.0,6443070.424637,1889982.170811
3678223,4290317080,2016-08-30T00:00:00,1606.0,,,CA,201707.0,,FORD,PA,WT,615 COLLEGE ST W,00610,56.0,80.69AP+,NO STOP/STANDING,93.0,6488814.0,1846155.8
2437499,4261891583,2015-07-14T00:00:00,824.0,CB184,,CA,201507.0,,MAZD,PU,GN,1301 GRAND AVE S,00651,56.0,88.13B+,METER EXP.,63.0,6481597.3,1836635.9
1315056,4250676640,2015-01-08T00:00:00,1814.0,,,CA,201503.0,,GMC,PU,WT,1701 PICO BLVD W,00641,56.0,80.69AP+,NO STOP/STANDING,93.0,6477489.7,1838904.3
202706,4275221370,2016-02-02T00:00:00,821.0,,,CA,201607.0,,BMW,PA,TN,346 CHICAGO ST N,00634,56.0,22507.8A,DISABLED PARKING/NO,363.0,6496856.0,1837805.2
565707,4279027211,2016-03-31T00:00:00,1031.0,,,FL,201606.0,,VOLK,PA,BK,1474 RIDGE WAY,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
8073418,4338373034,2018-08-31T00:00:00,849.0,,,CA,201810.0,,TOYT,PA,WT,317 NEW HAMPSHIRE AVE N,00461,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6472869.8062809985,1850367.305821
7978742,4337073436,2018-08-14T00:00:00,1408.0,BF214,,FL,201906.0,,NISS,PA,RD,7501 MELROSE AV,00400,54.0,88.13B+,METER EXP.,63.0,6454710.57241,1853005.765452
7391728,4331190533,2018-04-30T00:00:00,1113.0,,,CO,,,CHEV,PA,GY,4700 FLOWER ST,00546,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6476347.851558,1822882.6294349998
2293974,1109738615,2015-06-17T00:00:00,817.0,,,CA,201603.0,,TOYO,PA,BL,4265 CLINTON ST,00452,54.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6502631,4322428795,2017-11-29T00:00:00,1934.0,,,CA,201802.0,,FORD,PA,BK,8411 BALBOA BOULEVARD,00321,53.0,80.61,STANDNG IN ALLEY,68.0,6409721.154603,1904062.042111
3213608,4271088220,2015-11-18T00:00:00,1220.0,,,CA,201609.0,,TOYT,PA,GN,5433 WEST 94TH STREET,00162,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
7750535,4335549153,2018-06-28T00:00:00,908.0,,,CA,201901.0,,VOLK,PA,RD,901 27TH ST E,538C,55.0,80.56E4+,RED ZONE,93.0,6483471.2985339975,1829385.7147610001
3850803,4293553854,2016-09-29T00:00:00,902.0,,,CA,,,LEXS,PA,GY,2847 WEST VIEW ST,532W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6455254.0,1833076.9
7471922,4332027000,2018-05-10T00:00:00,2129.0,,,TX,201809.0,,HYUN,PA,GY,728 COCHRAN AVE,00205,51.0,88.64A,TIME LIMIT/CITY LOT,63.0,6456475.884494,1845039.976725
3495202,4288468925,2016-07-29T00:00:00,1634.0,EN125,,CA,201610.0,,ACUR,PA,GY,16201 VENTURA BL,00321,53.0,88.13B+,METER EXP.,63.0,6414689.7,1879752.9
2289997,4261168343,2015-06-18T00:00:00,900.0,,,CA,201509.0,,FORD,PU,SL,315 S HOBART BLVD,00447,54.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
5737096,4313055036,2017-07-24T00:00:00,1315.0,,,CA,2.0,,TOYT,PA,BL,6300 COMMODORE SLOAT DR,00301,51.0,5200,DISPLAY OF PLATES,25.0,6450282.119639,1844399.982617
6558106,4321993045,2017-12-01T00:00:00,647.0,,,NV,3.0,,HYUN,PA,SL,1215 MIRAMAR ST,00600,56.0,80.56E1,WHITE ZONE,58.0,6483189.279151,1843626.406281
3697618,4292694700,2016-08-31T00:00:00,1003.0,,,CA,201611.0,,CHEV,PU,GY,1830 EAST 110TH STREET,00557,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
7002229,4326992316,2018-02-13T00:00:00,1556.0,,,CA,201803.0,,TOYT,PA,GN,2000 7TH ST W,00600,56.0,80.56E4+,RED ZONE,93.0,6478178.153655998,1842848.106391
2511594,4263956012,2015-07-24T00:00:00,1218.0,,,CA,201511.0,,TOYT,PA,GY,14400 HUSTON ST,360R1,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426585.5,1880696.7
3229422,4271197711,2015-11-20T00:00:00,1024.0,,,CA,201608.0,,VOLK,PA,RD,9610 ZELZAH AVENUE,00334,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403527.7,1912003.0
429767,4277825775,2016-03-09T00:00:00,1322.0,,,CA,,,NISS,PA,BK,3741 NORTON AVE S,534H,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6460786.7,1829299.7
2941095,4267727321,2015-10-02T00:00:00,1736.0,PR277,,CA,201602.0,,VOLK,PA,BK,9016 PICO BL W,00111,51.0,88.13B+,METER EXP.,63.0,6444191.0,1842721.9
755150,4281939045,2016-05-02T00:00:00,1126.0,,,CA,9.0,,OTHR,CM,BN,630 6TH ST W,00656,56.0,80.56E4+,RED ZONE,93.0,6484240.4,1840296.5
2259190,4259369306,2015-06-15T00:00:00,1106.0,,,CA,201603.0,,HOND,PA,SL,5143 ROSELAND ST,00531,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
2427461,1111997084,2015-07-06T00:00:00,815.0,,,CA,201605.0,,GMC,TR,WH,500 WORLD WAY,2C105,2.0,8939,WHITE CURB,58.0,6439868.3,1802686.9
4808864,4303972120,2017-02-28T00:00:00,859.0,,,CA,201607.0,,MAZD,PA,WT,5859 METTLER ST,00548,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6480922.808097,1818064.71439
8440075,4343442003,2018-11-13T00:00:00,908.0,,,CA,201906.0,,TOYT,PU,SL,14501 CALVERT ST,00361,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425957.329259,1888793.854628
5640204,4311636000,2017-07-03T00:00:00,757.0,,,CA,,,KIA,PA,GY,1100 105TH ST E,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483855.5403470015,1801006.438462
7065130,4327187561,2018-03-15T00:00:00,1616.0,,,CA,,,OTHR,TK,BN,712 HILL ST S,00600,56.0,80.69AA+,NO STOP/STAND,93.0,6484535.757737001,1839122.82125
4772912,4303192913,2017-02-15T00:00:00,1529.0,SA132,,CA,201609.0,,SUZI,MC,BK,1200 LOGAN ST,00631,56.0,88.13B+,METER EXP.,63.0,6483246.000692,1850251.654112
1619028,4253966323,2015-02-27T00:00:00,1224.0,,,CA,12.0,,FORD,PA,BK,1243 SANBORN AVE,00441,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477232.7,1857025.2
4251994,4297938260,2016-11-18T00:00:00,854.0,,,CA,,,HOND,PA,WT,636 42ND PL E,00544,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475833.4414296,1824774.38828771
1218554,4287720334,2016-07-15T00:00:00,2008.0,,,CA,201612.0,,BMW,PA,BK,3968 EUREKA DR,00315,53.0,5200,DISPLAY OF PLATES,25.0,6448043.9,1873208.2
8405122,4342117430,2018-11-06T00:00:00,610.0,,,CA,201908.0,,MERZ,VN,BL,5400 LOCKHURST DR,00321,53.0,80.69.2,COMM VEH OVER TIME LIMIT,78.0,99999.0,99999.0
2071263,4259122350,2015-05-13T00:00:00,1114.0,,,CA,201603.0,,FORD,PA,WT,423 SAN PEDRO ST S,00657,56.0,22500F,PARKED ON SIDEWALK,68.0,6487954.5,1838918.1
5834714,4313712826,2017-08-07T00:00:00,841.0,,,CA,201803.0,,TOYT,PA,GY,14900 CALIFA ST,360R1,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6423310.530471,1887312.250028
3419852,4273790426,2015-12-24T00:00:00,1749.0,,,CA,201609.0,,CHEV,PA,BK,20327 ROSCOE BLVD,00317,53.0,80.70,NO STOPPING/ANTI-GRI,163.0,6387547.1,1902988.1
1911018,4257116334,2015-04-17T00:00:00,1214.0,,1117.0,CA,,,TOYT,PA,GO,11578 WYOMING AVE,181,51.0,80.69C,PARKED OVER TIME LIM,58.0,6423811.6,1839665.2
4751217,4302871576,2017-02-23T00:00:00,806.0,VW403A,,MD,201807.0,,HOND,PA,SL,601 NEW HAMPSHIRE AV S,00471,54.0,88.13B+,METER EXP.,63.0,6472951.621758,1845658.16312
4569766,4301005785,2017-01-19T00:00:00,809.0,,,CA,201707.0,,CHEV,PU,GY,20251 SHERMAN WAY,00375,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6388014.533772,1896005.634459
7215230,4329686550,2018-03-30T00:00:00,1426.0,,1220.0,CA,201804.0,,LEXS,PA,SL,28 18TH AVE,00133,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6418514.326994,1817671.818543
5499326,4310487856,2017-06-13T00:00:00,1529.0,CB3948,,CA,201710.0,,CHEV,PA,WT,311 WINSTON ST,00676,56.0,88.13B+,METER EXP.,63.0,6487441.381612998,1839024.7623580003
3339016,4272467360,2015-12-11T00:00:00,1210.0,,,CA,201509.0,,TOYT,PA,GY,756 SPRING ST S,00601,56.0,5204A-,DISPLAY OF TABS,25.0,6485157.5,1838580.9
1543810,4251858273,2015-02-15T00:00:00,53.0,,,TX,201507.0,,TOYT,PA,GY,654 SOUTH VENICE BLVD,00111,51.0,80.69B,NO PARKING,73.0,6422100.5,1819079.7
6896975,4325346900,2018-02-02T00:00:00,223.0,554,,CA,201804.0,,CHEV,PU,WT,14901 RAYEN STREET,00319,53.0,80.58L,PREFERENTIAL PARKING,68.0,6423391.357502,1907065.195637
4537781,4300585590,2017-01-09T00:00:00,1502.0,,1350.0,CA,201712.0,,HYUN,PA,GY,69 WINDWARD AVE E,00408,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6418391.025316,1818153.825286
955331,4284274525,2016-06-02T00:00:00,1246.0,,,CA,8.0,,DODG,VN,WT,251 SPRING ST S,00674,56.0,80.56E4+,RED ZONE,93.0,6487061.6,1841022.7
3088357,4268320825,2015-10-28T00:00:00,1216.0,2,,CA,201511.0,,HOND,PA,SL,745 GENESEE AVE S,00176,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
8392238,4342922662,2018-11-02T00:00:00,317.0,,,CA,201809.0,,TOYT,PA,BK,719 BERNAL AVE S,00600,56.0,80.56E4+,RED ZONE,93.0,6500864.120693,1833397.695112
2472791,1110003005,2015-07-13T00:00:00,1145.0,,,CA,201510.0,,TOYO,PA,BL,5350 LANKERSHIM,MQ111,1.0,569,2251157A,363.0,6447757.2,1883769.6
1127187,4286314034,2016-06-30T00:00:00,1048.0,WU1315,,CA,201604.0,,MAZD,PA,SL,1701 JAMES M WOOD BL,00600,56.0,88.13B+,METER EXP.,63.0,6478573.1,1841187.2
4232309,4297616024,2016-11-17T00:00:00,1348.0,,,CA,201705.0,,TOYT,VN,BN,360 35TH ST E,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477438.00640284,1829436.93864628
3331535,4272375586,2015-12-10T00:00:00,1415.0,183,,CA,201611.0,,HOND,PA,GY,5900 W INTERCEPTOR ST,00904,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
2095465,4258831441,2015-05-19T00:00:00,1039.0,,,CA,201603.0,,TOYT,PA,GY,7400 CLINTON ST,00472,54.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4066011,4295253900,2016-10-27T00:00:00,821.0,,,CA,201612.0,,JAGU,PA,TN,445 LANDFAIR AVE,00154,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424662.80872,1847992.81143
6689474,1120749232,2018-01-16T00:00:00,1130.0,,,CA,201312.0,,CHEV,PA,SI,60TH/ST ANDREWS PL,MQ17,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1788999,4254811643,2015-03-26T00:00:00,833.0,,,CA,201504.0,,HOND,PA,GN,10411 OXNARD ST,00321,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6453093.4,1887878.9
7593946,4333448280,2018-06-01T00:00:00,1609.0,,,CA,201807.0,,TOYT,PA,BK,307 4TH ST E,00677,56.0,80.69AP+,NO STOP/STANDING,93.0,6486110.603142,1840513.164591
3932102,4295726934,2016-10-12T00:00:00,853.0,,,CA,201711.0,,HYUN,PA,SL,11480 TIARA ST,00354,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6446295.042836,1887562.73786
422180,4277961273,2016-03-08T00:00:00,817.0,,,CA,201604.0,,TOYT,PA,BK,14151 MOORPARK ST,00367,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6428141.2,1877468.1
19458,4269909066,2016-01-04T00:00:00,947.0,,,CA,,,FORD,PU,WT,22322 MACFARLANE DR,00324,53.0,80.73.2,EXCEED 72HRS-ST,68.0,99999.0,99999.0
3741715,4293217622,2016-09-12T00:00:00,1227.0,,,CA,201704.0,,NISS,PA,GY,1501 CROWN HILL AVE,00641,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6481587.9,1844111.9
6494213,4321962234,2017-11-21T00:00:00,1022.0,,,CA,7.0,,GMC,PA,BK,14423 HAMLIN STREET,00367,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426479.176446,1891342.539559
3477168,4287509505,2016-07-27T00:00:00,1229.0,ED89,,CA,201703.0,,TOYT,PA,BL,905 8TH ST E,00681,56.0,88.13B+,METER EXP.,63.0,6482529.1,1839947.9
604576,4280711864,2016-04-06T00:00:00,1001.0,,,CA,201601.0,,ACUR,PA,GY,1020 WEST 56TH STREET,00544,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
8640262,4345957195,2018-12-24T00:00:00,504.0,,,CA,201901.0,,HOND,PA,SL,1130 C ST W,00500,55.0,80.69B,NO PARKING,73.0,6478002.894698001,1739518.913083
1308384,4251049036,2015-01-07T00:00:00,2305.0,,,CA,201411.0,,FORD,VN,WT,12701 BURBANK BLVD,00310,53.0,5204A-,DISPLAY OF TABS,25.0,6437809.2,1885284.2
